Usage,LaggingCurrentReactivePower,LeadingCurrentReactivePower,CO2,LaggingCurrentPowerFactor,LeadingCurrentPowerFactor,NSM,WeekStatus,Year,Month,Day,Hours,Minutes,IsHoliday,Season,TempMax,TempMin,Temp,FeelsLikeMax,FeelsLikeMin,FeelsLike,Dew,Humidity,Precip,PrecipProb,PrecipCover,PrecipType,SnowDepth,WindGust,WindSpeed,WindDir,SeaLevelPressure,CloudCover,Visibility,SolarRadiation,SolarEnergy,UvIndex,Conditions,SunriseHour,LoadType,SunsetHour
49.32,20.52,0.0,0.02,92.33,100.0,39600,Weekday,2018,5,18,11,0,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Maximum_Load,19
5.87,0.47,19.69,0.0,99.68,28.57,44100,Weekday,2018,5,18,12,15,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Medium_Load,19
52.88,29.16,0.0,0.02,87.57,100.0,48600,Weekday,2018,5,18,13,30,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Maximum_Load,19
73.84,45.61,0.0,0.03,85.08,100.0,53100,Weekday,2018,5,18,14,45,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Maximum_Load,19
59.54,26.78,0.0,0.03,91.2,100.0,57600,Weekday,2018,5,18,16,0,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Maximum_Load,19
54.94,32.0,0.0,0.03,86.41,100.0,62100,Weekday,2018,5,18,17,15,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Medium_Load,19
62.35,57.89,0.0,0.03,73.28,100.0,66600,Weekday,2018,5,18,18,30,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Medium_Load,19
46.58,24.01,0.0,0.02,88.89,100.0,71100,Weekday,2018,5,18,19,45,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Medium_Load,19
28.69,4.46,6.05,0.01,98.81,97.85,75600,Weekday,2018,5,18,21,0,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Medium_Load,19
3.92,1.91,9.5,0.0,89.9,38.14,80100,Weekday,2018,5,18,22,15,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Medium_Load,19
3.56,4.46,0.0,0.0,62.38,100.0,84600,Weekday,2018,5,18,23,30,0,Spring,74.5,62.7,68.4,74.5,62.7,68.4,66.2,92.8,0.081,100,16.67,rain,0,0,14.5,246.4,1004.6,95.1,4.0,229.6,19.9,6,"Rain, Overcast",5,Light_Load,19
3.64,5.04,0.0,0.0,58.55,100.0,2700,Weekend,2018,5,19,0,45,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
2.99,5.0,0.0,0.0,51.32,100.0,7200,Weekend,2018,5,19,2,0,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
3.17,5.11,0.0,0.0,52.72,100.0,11700,Weekend,2018,5,19,3,15,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
3.02,5.11,0.0,0.0,50.88,100.0,16200,Weekend,2018,5,19,4,30,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
3.1,5.51,0.0,0.0,49.03,100.0,20700,Weekend,2018,5,19,5,45,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
3.06,5.36,0.0,0.0,49.58,100.0,25200,Weekend,2018,5,19,7,0,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
28.19,29.95,0.0,0.01,68.54,100.0,29700,Weekend,2018,5,19,8,15,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
59.04,26.89,0.0,0.03,91.01,100.0,34200,Weekend,2018,5,19,9,30,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Medium_Load,19
56.74,24.62,0.0,0.03,91.74,100.0,38700,Weekend,2018,5,19,10,45,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Maximum_Load,19
29.16,12.71,0.0,0.01,91.67,100.0,43200,Weekend,2018,5,19,12,0,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Maximum_Load,19
20.41,1.69,14.36,0.01,99.66,81.79,47700,Weekend,2018,5,19,13,15,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Maximum_Load,19
49.54,14.9,0.0,0.02,95.76,100.0,52200,Weekend,2018,5,19,14,30,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Maximum_Load,19
36.25,0.97,2.52,0.02,99.96,99.76,56700,Weekend,2018,5,19,15,45,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Maximum_Load,19
7.2,0.0,25.16,0.0,100.0,27.51,61200,Weekend,2018,5,19,17,0,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Maximum_Load,19
3.71,0.0,6.08,0.0,100.0,52.09,65700,Weekend,2018,5,19,18,15,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Medium_Load,19
3.78,0.0,22.28,0.0,100.0,16.73,70200,Weekend,2018,5,19,19,30,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Medium_Load,19
3.74,0.0,21.1,0.0,100.0,17.45,74700,Weekend,2018,5,19,20,45,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Medium_Load,19
4.61,0.0,21.89,0.0,100.0,20.61,79200,Weekend,2018,5,19,22,0,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Medium_Load,19
2.99,4.75,0.0,0.0,53.27,100.0,83700,Weekend,2018,5,19,23,15,1,Spring,67.2,55.7,60.4,67.2,55.7,60.4,53.8,79.4,0.005,100,12.5,rain,0,0,22.6,73.8,1013.8,67.7,8.0,245.4,21.0,7,"Rain, Partially cloudy",5,Light_Load,19
3.06,5.33,0.0,0.0,49.79,100.0,1800,Weekend,2018,5,20,0,30,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Light_Load,19
3.06,5.36,0.0,0.0,49.58,100.0,6300,Weekend,2018,5,20,1,45,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Light_Load,19
3.17,5.62,0.0,0.0,49.13,100.0,10800,Weekend,2018,5,20,3,0,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Light_Load,19
3.06,5.4,0.0,0.0,49.3,100.0,15300,Weekend,2018,5,20,4,15,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Light_Load,19
3.06,5.76,0.0,0.0,46.92,100.0,19800,Weekend,2018,5,20,5,30,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Light_Load,19
3.67,6.16,0.0,0.0,51.18,100.0,24300,Weekend,2018,5,20,6,45,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Light_Load,19
3.64,5.33,0.0,0.0,56.4,100.0,28800,Weekend,2018,5,20,8,0,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Light_Load,19
23.36,0.0,11.34,0.01,100.0,89.96,33300,Weekend,2018,5,20,9,15,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Medium_Load,19
26.6,0.14,3.64,0.01,100.0,99.08,37800,Weekend,2018,5,20,10,30,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Maximum_Load,19
5.04,0.0,5.0,0.0,100.0,70.99,42300,Weekend,2018,5,20,11,45,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Maximum_Load,19
3.38,0.0,16.13,0.0,100.0,20.51,46800,Weekend,2018,5,20,13,0,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Medium_Load,19
11.56,0.0,12.06,0.01,100.0,69.2,51300,Weekend,2018,5,20,14,15,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Maximum_Load,19
13.1,0.0,11.59,0.01,100.0,74.9,55800,Weekend,2018,5,20,15,30,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Maximum_Load,19
5.76,0.0,22.46,0.0,100.0,24.84,60300,Weekend,2018,5,20,16,45,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Maximum_Load,19
3.96,0.0,16.06,0.0,100.0,23.94,64800,Weekend,2018,5,20,18,0,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Medium_Load,19
4.0,0.0,15.98,0.0,100.0,24.28,69300,Weekend,2018,5,20,19,15,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Medium_Load,19
3.85,0.0,16.13,0.0,100.0,23.22,73800,Weekend,2018,5,20,20,30,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Medium_Load,19
3.46,0.0,15.84,0.0,100.0,21.34,78300,Weekend,2018,5,20,21,45,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Medium_Load,19
3.13,5.72,0.0,0.0,48.0,100.0,82800,Weekend,2018,5,20,23,0,1,Spring,70.2,51.5,61.0,70.2,51.5,61.0,49.1,66.8,0.0,0,0.0,noprecip,0,0,24.8,77.5,1016.7,58.4,11.4,296.9,25.6,10,Partially cloudy,5,Medium_Load,19
3.28,4.93,0.0,0.0,55.39,100.0,900,Weekday,2018,5,21,0,15,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
2.99,4.82,0.0,0.0,52.71,100.0,5400,Weekday,2018,5,21,1,30,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
2.99,4.75,0.0,0.0,53.27,100.0,9900,Weekday,2018,5,21,2,45,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
3.02,4.93,0.0,0.0,52.24,100.0,14400,Weekday,2018,5,21,4,0,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
3.02,4.79,0.0,0.0,53.33,100.0,18900,Weekday,2018,5,21,5,15,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
3.1,4.75,0.0,0.0,54.65,100.0,23400,Weekday,2018,5,21,6,30,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
3.13,4.39,0.0,0.0,58.05,100.0,27900,Weekday,2018,5,21,7,45,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
66.6,40.39,0.0,0.03,85.5,100.0,32400,Weekday,2018,5,21,9,0,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
55.26,28.12,0.0,0.03,89.12,100.0,36900,Weekday,2018,5,21,10,15,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Maximum_Load,19
58.68,49.75,0.0,0.03,76.28,100.0,41400,Weekday,2018,5,21,11,30,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Maximum_Load,19
5.0,0.0,25.34,0.0,100.0,19.36,45900,Weekday,2018,5,21,12,45,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Medium_Load,19
55.84,28.58,0.0,0.03,89.02,100.0,50400,Weekday,2018,5,21,14,0,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Maximum_Load,19
64.51,33.59,0.0,0.03,88.7,100.0,54900,Weekday,2018,5,21,15,15,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Maximum_Load,19
66.64,36.43,0.0,0.03,87.74,100.0,59400,Weekday,2018,5,21,16,30,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Maximum_Load,19
30.82,0.11,7.88,0.01,100.0,96.88,63900,Weekday,2018,5,21,17,45,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Medium_Load,19
36.72,1.37,1.33,0.02,99.93,99.93,68400,Weekday,2018,5,21,19,0,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Medium_Load,19
35.96,1.22,1.58,0.02,99.94,99.9,72900,Weekday,2018,5,21,20,15,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Medium_Load,19
5.22,0.0,25.6,0.0,100.0,19.98,77400,Weekday,2018,5,21,21,30,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Medium_Load,19
3.64,4.03,0.0,0.0,67.03,100.0,81900,Weekday,2018,5,21,22,45,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Medium_Load,19
3.24,3.85,0.0,0.0,64.39,100.0,0,Weekday,2018,5,21,0,0,0,Spring,71.0,47.2,61.5,71.0,47.0,61.4,55.5,81.4,0.0,0,0.0,noprecip,0,0,19.9,67.8,1017.5,47.2,9.3,287.6,24.9,9,Partially cloudy,5,Light_Load,19
3.02,4.18,0.0,0.0,58.56,100.0,4500,Weekday,2018,5,22,1,15,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
3.02,4.14,0.0,0.0,58.93,100.0,9000,Weekday,2018,5,22,2,30,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
3.38,4.03,0.0,0.0,64.26,100.0,13500,Weekday,2018,5,22,3,45,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
3.1,4.03,0.0,0.0,60.97,100.0,18000,Weekday,2018,5,22,5,0,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
3.06,4.32,0.0,0.0,57.8,100.0,22500,Weekday,2018,5,22,6,15,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
2.95,4.14,0.0,0.0,58.03,100.0,27000,Weekday,2018,5,22,7,30,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
24.3,19.3,0.0,0.01,78.31,100.0,31500,Weekday,2018,5,22,8,45,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
25.52,0.11,8.78,0.01,100.0,94.56,36000,Weekday,2018,5,22,10,0,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Medium_Load,19
61.56,22.46,0.18,0.03,93.94,100.0,40500,Weekday,2018,5,22,11,15,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Maximum_Load,19
3.31,0.0,16.88,0.0,100.0,19.24,45000,Weekday,2018,5,22,12,30,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Medium_Load,19
90.68,14.8,0.0,0.04,98.69,100.0,49500,Weekday,2018,5,22,13,45,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Maximum_Load,19
52.2,4.64,2.09,0.02,99.61,99.92,54000,Weekday,2018,5,22,15,0,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Maximum_Load,19
69.77,8.39,0.83,0.03,99.28,99.99,58500,Weekday,2018,5,22,16,15,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Maximum_Load,19
87.16,13.14,0.0,0.04,98.88,100.0,63000,Weekday,2018,5,22,17,30,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Medium_Load,19
3.67,0.0,20.09,0.0,100.0,17.97,67500,Weekday,2018,5,22,18,45,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Medium_Load,19
3.78,0.0,26.28,0.0,100.0,14.24,72000,Weekday,2018,5,22,20,0,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Medium_Load,19
3.28,0.0,16.56,0.0,100.0,19.43,76500,Weekday,2018,5,22,21,15,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Medium_Load,19
3.1,5.22,0.0,0.0,51.06,100.0,81000,Weekday,2018,5,22,22,30,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Medium_Load,19
3.06,4.93,0.0,0.0,52.74,100.0,85500,Weekday,2018,5,22,23,45,1,Spring,71.9,52.3,63.5,71.9,52.3,63.5,58.2,84.0,0.029,100,4.17,rain,0,0,15.2,90.9,1013.5,47.4,6.6,294.7,25.3,9,"Rain, Partially cloudy",5,Light_Load,19
3.49,4.64,0.0,0.0,60.11,100.0,3600,Weekday,2018,5,23,1,0,0,Spring,75.4,59.4,65.6,75.4,59.4,65.6,56.2,74.9,0.847,100,12.5,rain,0,0,16.8,336.5,1006.5,38.3,7.1,334.8,28.9,10,"Rain, Partially cloudy",5,Light_Load,19
2.99,4.9,0.0,0.0,52.09,100.0,8100,Weekday,2018,5,23,2,15,0,Spring,75.4,59.4,65.6,75.4,59.4,65.6,56.2,74.9,0.847,100,12.5,rain,0,0,16.8,336.5,1006.5,38.3,7.1,334.8,28.9,10,"Rain, Partially cloudy",5,Light_Load,19
